,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
11187,1136250,YuGiOh,Legendary Collection 4: Joey's World,Two-Headed King Rex,0,LCJW-EN140,Common,Near Mint 1st Edition,1.0,0.0,1.84,0.85,1,0,1.99,0
11190,1136685,YuGiOh,Legendary Collection 4: Joey's World,Vampire Lord,0,LCJW-EN191,Common,Near Mint 1st Edition,0.34,0.0,1.29,0.3,10,0,0.99,0
11193,1136780,YuGiOh,Legendary Collection 4: Joey's World,Zombie Master,0,LCJW-EN202,Common,Near Mint 1st Edition,0.67,0.0,1.66,0.67,1,0,1.49,0
11196,1269541,YuGiOh,Legendary Collection 5D's,Ancient Fairy Dragon,0,LC5D-EN238,Common,Near Mint 1st Edition,5.02,0.0,2.88,1.89,1,0,3.99,0
11213,1268996,YuGiOh,Legendary Collection 5D's,Blackwing - Kochi the Daybreak,0,LC5D-EN130,Common,Near Mint 1st Edition,0.3,0.0,1.23,0.24,25,0,0.99,0
11217,1268906,YuGiOh,Legendary Collection 5D's,Blackwing - Sirocco the Dawn,0,LC5D-EN112,Ultra Rare,Near Mint 1st Edition,2.49,0.0,2.32,1.33,1,0,2.99,0
11218,1268936,YuGiOh,Legendary Collection 5D's,Blackwing - Vayu the Emblem of Honor,0,LC5D-EN118,Secret Rare,Near Mint 1st Edition,5.85,0.0,4.9,3.91,1,0,5.0,0
11223,1269046,YuGiOh,Legendary Collection 5D's,Cards for Black Feathers,0,LC5D-EN139,Rare,Near Mint 1st Edition,0.6,0.0,1.27,0.28,2,0,0.99,0
11229,1268626,YuGiOh,Legendary Collection 5D's,Dark Resonator,0,LC5D-EN057,Common,Near Mint 1st Edition,0.38,0.0,1.24,0.25,2,0,0.99,0
11231,1269031,YuGiOh,Legendary Collection 5D's,De-Synchro,0,LC5D-EN136,Super Rare,Near Mint 1st Edition,0.66,0.0,1.55,0.56,1,0,1.24,0
11236,1268471,YuGiOh,Legendary Collection 5D's,Dragon Knight Draco-Equiste,0,LC5D-EN028,Rare,Near Mint 1st Edition,0.24,0.0,1.22,0.23,18,0,0.99,0
11238,1269596,YuGiOh,Legendary Collection 5D's,Driven Daredevil,0,LC5D-EN248,Rare,Near Mint 1st Edition,0.39,0.0,1.19,0.2,2,0,0.99,0
11241,1269731,YuGiOh,Legendary Collection 5D's,Earthbound Immortal Ccapac Apu,0,LC5D-EN147,Super Rare,Near Mint 1st Edition,0.83,0.0,1.52,0.53,6,0,1.99,0
11243,1269091,YuGiOh,Legendary Collection 5D's,Earthbound Immortal Chacu Challhua,0,LC5D-EN149,Super Rare,Near Mint 1st Edition,1.6,0.0,1.95,0.96,4,0,3.49,0
11250,1268796,YuGiOh,Legendary Collection 5D's,Evil Thorn,0,LC5D-EN090,Common,Near Mint 1st Edition,0.44,0.0,1.24,0.25,7,0,0.99,0
11256,1269361,YuGiOh,Legendary Collection 5D's,"Gleipnir, the Fetters of Fenrir",0,LC5D-EN203,Secret Rare,Near Mint 1st Edition,0.41,0.0,1.36,0.37,2,0,0.99,0
11261,1269526,YuGiOh,Legendary Collection 5D's,Hyper Psychic Blaster,0,LC5D-EN235,Rare,Near Mint 1st Edition,0.58,0.0,1.48,0.49,4,0,1.24,0
11264,1268536,YuGiOh,Legendary Collection 5D's,Junk Destroyer,0,LC5D-EN039,Super Rare,Near Mint 1st Edition,1.13,0.0,1.73,0.74,1,0,1.99,0
11268,1268401,YuGiOh,Legendary Collection 5D's,Level Eater,0,LC5D-EN014,Rare,Near Mint 1st Edition,0.42,0.0,1.27,0.28,15,0,0.99,0
11270,1268551,YuGiOh,Legendary Collection 5D's,Lightning Warrior,0,LC5D-EN042,Ultra Rare,Near Mint 1st Edition,0.72,0.0,1.38,0.39,3,0,1.49,0
11274,1268391,YuGiOh,Legendary Collection 5D's,Majestic Dragon,0,LC5D-EN012,Common,Near Mint 1st Edition,0.64,0.0,1.53,0.54,7,0,1.24,0
11277,1269286,YuGiOh,Legendary Collection 5D's,Mara of the Nordic Alfar,0,LC5D-EN188,Common,Near Mint 1st Edition,0.32,0.0,1.24,0.25,16,0,0.99,0
11281,1269156,YuGiOh,Legendary Collection 5D's,Meklord Emperor Granel,0,LC5D-EN162,Super Rare,Near Mint 1st Edition,0.27,0.0,1.2,0.2,4,0,0.99,0
11282,1269181,YuGiOh,Legendary Collection 5D's,Meklord Emperor Skiel,0,LC5D-EN167,Super Rare,Near Mint 1st Edition,0.59,0.0,1.37,0.38,1,0,0.99,0
11284,1269486,YuGiOh,Legendary Collection 5D's,"Metaion, the Timelord",0,LC5D-EN228,Super Rare,Near Mint 1st Edition,0.38,0.0,1.21,0.22,10,0,0.99,0
11287,1269566,YuGiOh,Legendary Collection 5D's,Moon Dragon Quilla,0,LC5D-EN242,Common,Near Mint 1st Edition,0.33,0.0,1.19,0.2,13,0,0.99,0
11295,1268396,YuGiOh,Legendary Collection 5D's,Quickdraw Synchron,0,LC5D-EN013,Ultra Rare,Near Mint 1st Edition,6.93,0.0,4.93,3.94,1,0,5.0,0
11296,1268356,YuGiOh,Legendary Collection 5D's,Quillbolt Hedgehog,0,LC5D-EN005,Secret Rare,Near Mint 1st Edition,2.94,0.0,3.38,2.39,2,0,5.0,0
11299,1268711,YuGiOh,Legendary Collection 5D's,Red Nova Dragon,0,LC5D-EN073,Super Rare,Near Mint 1st Edition,1.77,0.0,2.23,1.24,6,0,2.99,0
11300,1268736,YuGiOh,Legendary Collection 5D's,Resonator Call,0,LC5D-EN078,Common,Near Mint 1st Edition,0.58,0.0,1.44,0.45,2,0,1.24,0
11302,1268511,YuGiOh,Legendary Collection 5D's,Road Warrior,0,LC5D-EN035,Common,Near Mint 1st Edition,0.71,0.0,1.68,0.69,13,0,1.49,0
11303,1269626,YuGiOh,Legendary Collection 5D's,Roaring Earth,0,LC5D-EN254,Common,Near Mint 1st Edition,0.36,0.0,1.24,0.25,9,0,0.99,0
11305,1268596,YuGiOh,Legendary Collection 5D's,Scrap-Iron Scarecrow,0,LC5D-EN051,Ultra Rare,Near Mint 1st Edition,4.19,0.0,4.84,3.85,1,0,5.0,0
11306,1269496,YuGiOh,Legendary Collection 5D's,"Sephylon, the Ultimate Timelord",0,LC5D-EN229,Super Rare,Near Mint 1st Edition,0.25,0.0,1.14,0.15,11,0,0.99,0
11309,1268541,YuGiOh,Legendary Collection 5D's,Shooting Star Dragon,0,LC5D-EN040,Super Rare,Near Mint 1st Edition,1.54,0.0,1.58,0.59,1,0,1.24,0
11310,1268846,YuGiOh,Legendary Collection 5D's,Splendid Rose,0,LC5D-EN100,Rare,Near Mint 1st Edition,0.54,0.0,1.47,0.48,5,0,2.49,0
11316,1269571,YuGiOh,Legendary Collection 5D's,Stygian Sergeants,0,LC5D-EN243,Secret Rare,Near Mint 1st Edition,0.41,0.0,1.2,0.21,17,0,0.99,0
11317,1269561,YuGiOh,Legendary Collection 5D's,Sun Dragon Inti,0,LC5D-EN241,Common,Near Mint 1st Edition,0.19,0.0,1.14,0.15,13,0,0.99,0
11319,1268416,YuGiOh,Legendary Collection 5D's,Synchron Explorer,0,LC5D-EN017,Ultra Rare,Near Mint 1st Edition,1.13,0.0,1.84,0.85,2,0,1.99,0
11329,1269411,YuGiOh,Legendary Collection 5D's,T.G. Wonder Magician,0,LC5D-EN213,Secret Rare,Near Mint 1st Edition,1.58,0.0,1.78,0.79,1,0,1.99,0
11330,1269451,YuGiOh,Legendary Collection 5D's,TG1-EM1,0,LC5D-EN221,Secret Rare,Near Mint 1st Edition,0.81,0.0,1.4,0.41,2,0,1.49,0
11331,1269321,YuGiOh,Legendary Collection 5D's,The Nordic Lights,0,LC5D-EN195,Common,Near Mint 1st Edition,0.39,0.0,1.17,0.18,32,0,0.99,0
11337,1268586,YuGiOh,Legendary Collection 5D's,Tuning,0,LC5D-EN049,Common,Near Mint 1st Edition,0.58,0.0,1.44,0.44,5,0,1.49,0
11340,1268771,YuGiOh,Legendary Collection 5D's,Twilight Rose Knight,0,LC5D-EN085,Common,Near Mint 1st Edition,0.55,0.0,1.485,0.495,1,0,1.24,0
11353,3746142,YuGiOh,Legendary Collection Kaiba,Ancient Rules,0,LCKC-EN039,Secret Rare,Near Mint Unlimited,0.49,0.0,1.34,0.35,1,0,0.99,0
11363,3612345,YuGiOh,Legendary Collection Kaiba,Beacon of White,0,LCKC-EN035,Secret Rare,Near Mint 1st Edition,0.24,0.25,1.11,0.12,1,0,0.74,0
11379,3613413,YuGiOh,Legendary Collection Kaiba,Blue-Eyes White Dragon (Version 4),0,LCKC-EN001,Ultra Rare,Near Mint 1st Edition,1.9,0.99,1.98,0.99,1,0,1.99,0
11380,3746217,YuGiOh,Legendary Collection Kaiba,Burst Stream of Destruction,0,LCKC-EN025,Secret Rare,Near Mint Unlimited,0.56,0.67,1.36,0.37,2,0,0.99,0
11385,3612685,YuGiOh,Legendary Collection Kaiba,Call of the Grave,0,LCKC-EN103,Secret Rare,Near Mint 1st Edition,0.39,0.0,1.13,0.14,7,0,0.99,0
11389,3612630,YuGiOh,Legendary Collection Kaiba,Cards of Consonance,0,LCKC-EN092,Secret Rare,Near Mint 1st Edition,3.84,2.28,3.27,2.28,1,0,3.99,0
11409,3746307,YuGiOh,Legendary Collection Kaiba,Doom Virus Dragon,0,LCKC-EN064,Ultra Rare,Near Mint Unlimited,0.37,0.37,1.23,0.24,25,0,0.99,0
11410,3612490,YuGiOh,Legendary Collection Kaiba,Doom Virus Dragon,0,LCKC-EN064,Ultra Rare,Near Mint 1st Edition,0.35,0.41,1.18,0.19,105,0,0.99,0
11417,3746327,YuGiOh,Legendary Collection Kaiba,Dragon Revival Rhapsody,0,LCKC-EN109,Secret Rare,Near Mint Unlimited,1.04,0.0,1.73,0.74,2,0,1.49,0
11419,3612165,YuGiOh,Legendary Collection Kaiba,Dragon Revival Rhapsody - LC06-EN004,0,LC06-EN004,Ultra Rare,Near Mint Limited,0.24,0.25,1.03,0.04,2,0,0.74,0
11427,3746357,YuGiOh,Legendary Collection Kaiba,Dragunity Legionnaire,0,LCKC-EN085,Ultra Rare,Near Mint Unlimited,0.18,0.0,1.06,0.07,6,0,0.74,0
11435,3612410,YuGiOh,Legendary Collection Kaiba,Eradicator Epidemic Virus,0,LCKC-EN048,Ultra Rare,Near Mint 1st Edition,8.23,11.49,7.19,6.2,1,0,7.49,0
11436,3746387,YuGiOh,Legendary Collection Kaiba,Fiend's Sanctuary,0,LCKC-EN030,Secret Rare,Near Mint Unlimited,0.45,0.48,1.18,0.19,1,0,0.99,0
11469,3612480,YuGiOh,Legendary Collection Kaiba,Mirror Force Dragon,0,LCKC-EN062,Ultra Rare,Near Mint 1st Edition,0.61,0.99,1.31,0.32,5,0,0.99,0
11470,3746517,YuGiOh,Legendary Collection Kaiba,Neutron Blast,0,LCKC-EN041,Secret Rare,Near Mint Unlimited,0.34,0.4,1.09,0.1,1,0,0.74,0
11483,3612335,YuGiOh,Legendary Collection Kaiba,Ring of Defense,0,LCKC-EN033,Ultra Rare,Near Mint 1st Edition,0.46,0.0,1.13,0.14,9,0,0.99,0
11488,3746582,YuGiOh,Legendary Collection Kaiba,Silver's Cry,0,LCKC-EN034,Secret Rare,Near Mint Unlimited,0.81,0.0,1.52,0.53,1,0,1.24,0
11489,3612340,YuGiOh,Legendary Collection Kaiba,Silver's Cry,0,LCKC-EN034,Secret Rare,Near Mint 1st Edition,1.65,3.45,1.59,0.6,2,0,2.49,0
11492,3612620,YuGiOh,Legendary Collection Kaiba,Terraforming,0,LCKC-EN090,Secret Rare,Near Mint 1st Edition,11.0,0.0,10.49,9.5,2,0,10.99,0
11496,3612305,YuGiOh,Legendary Collection Kaiba,The Flute of Summoning Dragon,0,LCKC-EN027,Secret Rare,Near Mint 1st Edition,0.68,0.79,1.17,0.18,3,0,0.99,0
11513,3612290,YuGiOh,Legendary Collection Kaiba,Vampire Lord,0,LCKC-EN024,Ultra Rare,Near Mint 1st Edition,1.16,1.97,1.33,0.34,1,0,0.99,0
11522,4136754,YuGiOh,Legendary Decks II,Alligator's Sword Dragon,0,LDK2-ENJ43,Common,Near Mint Unlimited,0.19,0.0,1.12,0.13,1,0,0.74,0
11523,3239956,YuGiOh,Legendary Decks II,Alligator's Sword Dragon,0,LDK2-ENJ43,Common,Near Mint 1st Edition,0.19,0.0,1.1,0.11,2,0,0.74,0
11526,4136769,YuGiOh,Legendary Decks II,Archfiend Black Skull Dragon,0,LDK2-ENJ42,Common,Near Mint Unlimited,0.7,0.0,1.68,0.69,3,0,1.49,0
11529,3239726,YuGiOh,Legendary Decks II,Azure-Eyes Silver Dragon,0,LDK2-ENK39,Common,Near Mint 1st Edition,0.51,0.0,1.31,0.32,6,0,0.99,0
11530,4136784,YuGiOh,Legendary Decks II,Baby Dragon,0,LDK2-ENJ09,Common,Near Mint Unlimited,0.32,0.0,1.21,0.22,3,0,0.99,0
11531,3239786,YuGiOh,Legendary Decks II,Baby Dragon,0,LDK2-ENJ09,Common,Near Mint 1st Edition,0.34,0.0,1.24,0.25,11,0,0.99,0
11532,3239521,YuGiOh,Legendary Decks II,Backup Soldier,0,LDK2-ENY39,Common,Near Mint 1st Edition,0.21,0.0,1.13,0.14,4,0,0.99,0
11533,4136804,YuGiOh,Legendary Decks II,Big Shield Gardna,0,LDK2-ENY16,Common,Near Mint Unlimited,0.18,0.0,1.09,0.1,1,0,0.74,0
11534,3239406,YuGiOh,Legendary Decks II,Big Shield Gardna,0,LDK2-ENY16,Common,Near Mint 1st Edition,0.18,0.0,1.1,0.11,7,0,0.74,0
11544,4136854,YuGiOh,Legendary Decks II,Blue-Eyes White Dragon (Version 2),0,LDK2-ENK01,Common,Near Mint Unlimited,5.0,5.97,5.0,5.0,1,0,5.0,0
11548,3239626,YuGiOh,Legendary Decks II,Burst Stream of Destruction,0,LDK2-ENK19,Common,Near Mint 1st Edition,0.12,0.0,1.09,0.1,22,0,0.74,0
11549,4136879,YuGiOh,Legendary Decks II,Buster Blader,0,LDK2-ENY12,Common,Near Mint Unlimited,0.17,0.0,1.14,0.15,4,0,0.99,0
11550,3239386,YuGiOh,Legendary Decks II,Buster Blader,0,LDK2-ENY12,Common,Near Mint 1st Edition,0.26,0.0,1.19,0.2,34,0,0.99,0
11551,4136884,YuGiOh,Legendary Decks II,Call of the Haunted,0,LDK2-ENJ37,Common,Near Mint Unlimited,0.18,0.0,1.15,0.16,6,0,0.99,0
11552,3239926,YuGiOh,Legendary Decks II,Call of the Haunted,0,LDK2-ENJ37,Common,Near Mint 1st Edition,0.29,0.0,1.18,0.19,49,0,0.99,0
11553,4136889,YuGiOh,Legendary Decks II,Cards of the Red Stone,0,LDK2-ENJ25,Common,Near Mint Unlimited,0.31,0.0,1.2,0.2,2,0,0.99,0
11554,3239866,YuGiOh,Legendary Decks II,Cards of the Red Stone,0,LDK2-ENJ25,Common,Near Mint 1st Edition,0.33,0.0,1.24,0.25,55,0,0.99,0
11557,3239471,YuGiOh,Legendary Decks II,Contract with Exodia,0,LDK2-ENY29,Common,Near Mint 1st Edition,0.46,0.0,1.37,0.38,13,0,0.99,0
11558,3239941,YuGiOh,Legendary Decks II,Curse of Anubis,0,LDK2-ENJ40,Common,Near Mint 1st Edition,0.21,0.0,1.19,0.2,20,0,0.99,0
11559,3239966,YuGiOh,Legendary Decks II,Dark Burning Attack,0,LDK2-ENS04,Secret Rare,Near Mint Limited,0.52,0.0,1.34,0.35,1,0,0.99,0
11562,3239481,YuGiOh,Legendary Decks II,Dark Factory of Mass Production,0,LDK2-ENY31,Common,Near Mint 1st Edition,0.45,0.0,1.34,0.35,3,0,0.99,0
11569,3239541,YuGiOh,Legendary Decks II,Dragon Spirit of White,0,LDK2-ENK02,Common,Near Mint 1st Edition,0.52,0.0,1.35,0.36,16,0,0.99,0
11573,4136959,YuGiOh,Legendary Decks II,Exodia Necross,0,LDK2-ENY09,Common,Near Mint Unlimited,0.36,0.0,1.23,0.24,3,0,0.99,0
11574,3239371,YuGiOh,Legendary Decks II,Exodia Necross,0,LDK2-ENY09,Common,Near Mint 1st Edition,0.59,0.0,1.42,0.43,17,0,1.24,0
11577,4136979,YuGiOh,Legendary Decks II,First of the Dragons,0,LDK2-ENK41,Common,Near Mint Unlimited,0.53,0.0,1.44,0.45,1,0,1.24,0
11578,3239736,YuGiOh,Legendary Decks II,First of the Dragons,0,LDK2-ENK41,Common,Near Mint 1st Edition,0.57,0.0,1.48,0.49,4,0,1.24,0
11581,4136989,YuGiOh,Legendary Decks II,Fusion Reserve,0,LDK2-ENK37,Common,Near Mint Unlimited,0.28,0.0,1.22,0.23,5,0,0.99,0
11582,3239716,YuGiOh,Legendary Decks II,Fusion Reserve,0,LDK2-ENK37,Common,Near Mint 1st Edition,0.41,0.0,1.29,0.3,7,0,0.99,0
11583,4136994,YuGiOh,Legendary Decks II,Fusion Substitute,0,LDK2-ENK31,Common,Near Mint Unlimited,0.29,0.0,1.19,0.2,4,0,0.99,0
11584,3239686,YuGiOh,Legendary Decks II,Fusion Substitute,0,LDK2-ENK31,Common,Near Mint 1st Edition,0.27,0.0,1.2,0.21,8,0,0.99,0
11586,3239826,YuGiOh,Legendary Decks II,Gemini Summoner,0,LDK2-ENJ17,Common,Near Mint 1st Edition,0.13,0.0,1.02,0.03,7,0,0.74,0
11588,3239436,YuGiOh,Legendary Decks II,Gold Sarcophagus,0,LDK2-ENY22,Common,Near Mint 1st Edition,0.27,0.0,1.21,0.22,1,0,0.99,0
11590,3239526,YuGiOh,Legendary Decks II,Gravity Bind,0,LDK2-ENY40,Common,Near Mint 1st Edition,0.76,0.0,1.51,0.52,7,0,1.24,0
11591,4137024,YuGiOh,Legendary Decks II,Inferno Fire Blast,0,LDK2-ENJ23,Common,Near Mint Unlimited,0.19,0.0,1.12,0.12,1,0,0.74,0
11592,3239856,YuGiOh,Legendary Decks II,Inferno Fire Blast,0,LDK2-ENJ23,Common,Near Mint 1st Edition,0.23,0.0,1.11,0.12,14,0,0.74,0
11594,3239721,YuGiOh,Legendary Decks II,Jar of Avarice,0,LDK2-ENK38,Common,Near Mint 1st Edition,0.48,0.0,1.22,0.23,17,0,0.99,0
11596,3239791,YuGiOh,Legendary Decks II,Jinzo,0,LDK2-ENJ10,Common,Near Mint 1st Edition,0.44,0.0,1.28,0.29,12,0,0.99,0
11597,3239546,YuGiOh,Legendary Decks II,Kaibaman,0,LDK2-ENK03,Common,Near Mint 1st Edition,0.25,0.0,1.09,0.1,11,0,0.74,0
11606,3239511,YuGiOh,Legendary Decks II,Magic Cylinder,0,LDK2-ENY37,Common,Near Mint 1st Edition,0.64,0.0,1.54,0.55,11,0,1.24,0
11607,4137084,YuGiOh,Legendary Decks II,Magical Dimension,0,LDK2-ENY24,Common,Near Mint Unlimited,0.14,0.0,1.13,0.14,1,0,0.99,0
11608,3239446,YuGiOh,Legendary Decks II,Magical Dimension,0,LDK2-ENY24,Common,Near Mint 1st Edition,0.33,0.0,1.11,0.12,16,0,0.74,0
11609,3239506,YuGiOh,Legendary Decks II,Magical Hats,0,LDK2-ENY36,Common,Near Mint 1st Edition,0.34,0.0,1.16,0.17,36,0,0.99,0
11610,3239516,YuGiOh,Legendary Decks II,Magician's Circle,0,LDK2-ENY38,Common,Near Mint 1st Edition,0.32,0.0,1.09,0.1,20,0,0.74,0
11613,3239451,YuGiOh,Legendary Decks II,Magicians Unite,0,LDK2-ENY25,Common,Near Mint 1st Edition,0.54,0.0,1.09,0.1,9,0,0.74,0
11616,4137114,YuGiOh,Legendary Decks II,Marshmallon,0,LDK2-ENY20,Common,Near Mint Unlimited,0.35,0.0,1.23,0.24,1,0,0.99,0
11617,3239426,YuGiOh,Legendary Decks II,Marshmallon,0,LDK2-ENY20,Common,Near Mint 1st Edition,0.36,0.0,1.2,0.21,32,0,0.99,0
11618,3239571,YuGiOh,Legendary Decks II,Master with Eyes of Blue,0,LDK2-ENK08,Common,Near Mint 1st Edition,0.28,0.0,1.14,0.15,4,0,0.99,0
11622,3239501,YuGiOh,Legendary Decks II,Mirror Force,0,LDK2-ENY35,Common,Near Mint 1st Edition,0.85,0.0,1.74,0.74,7,0,1.49,0
11623,4137134,YuGiOh,Legendary Decks II,Monster Reincarnation,0,LDK2-ENY32,Common,Near Mint Unlimited,0.27,0.0,1.16,0.17,2,0,0.99,0
11624,3239486,YuGiOh,Legendary Decks II,Monster Reincarnation,0,LDK2-ENY32,Common,Near Mint 1st Edition,0.26,0.0,1.16,0.17,38,0,0.99,0
11626,3239901,YuGiOh,Legendary Decks II,Mystical Space Typhoon,0,LDK2-ENJ32,Common,Near Mint 1st Edition,0.58,0.0,1.46,0.47,23,0,1.24,0
11632,4137159,YuGiOh,Legendary Decks II,Phoenix Gearfried,0,LDK2-ENJ16,Common,Near Mint Unlimited,0.17,0.0,1.11,0.12,2,0,0.74,0
11633,3239821,YuGiOh,Legendary Decks II,Phoenix Gearfried,0,LDK2-ENJ16,Common,Near Mint 1st Edition,0.18,0.0,1.16,0.17,9,0,0.99,0
11636,3239641,YuGiOh,Legendary Decks II,Polymerization,0,LDK2-ENK22,Common,Near Mint 1st Edition,0.79,0.0,1.72,0.73,2,0,1.49,0
11637,3239876,YuGiOh,Legendary Decks II,Polymerization,0,LDK2-ENJ26,Common,Near Mint 1st Edition,0.82,0.0,1.76,0.77,2,0,1.49,0
11639,3239681,YuGiOh,Legendary Decks II,Pot of Dichotomy,0,LDK2-ENK30,Common,Near Mint 1st Edition,0.64,0.0,1.38,0.39,2,0,1.24,0
11641,3239496,YuGiOh,Legendary Decks II,Pot of Duality,0,LDK2-ENY34,Common,Near Mint 1st Edition,0.55,0.0,1.49,0.5,1,0,1.24,0
11648,4137204,YuGiOh,Legendary Decks II,Red-Eyes Flare Metal Dragon,0,LDK2-ENJ41,Ultra Rare,Near Mint Unlimited,3.87,14.0,2.88,1.89,1,0,2.74,0
11660,3239431,YuGiOh,Legendary Decks II,Sangan,0,LDK2-ENY21,Common,Near Mint 1st Edition,0.42,0.0,1.31,0.32,40,0,0.99,0
11661,4137264,YuGiOh,Legendary Decks II,Scapegoat,0,LDK2-ENJ28,Common,Near Mint Unlimited,0.47,0.0,1.12,0.13,1,0,0.74,0
11662,3239886,YuGiOh,Legendary Decks II,Scapegoat,0,LDK2-ENJ28,Common,Near Mint 1st Edition,0.5,0.0,1.19,0.2,17,0,0.99,0
11666,3239656,YuGiOh,Legendary Decks II,Silent Doom,0,LDK2-ENK25,Common,Near Mint 1st Edition,0.15,0.0,1.1,0.11,7,0,0.74,0
11667,4137289,YuGiOh,Legendary Decks II,Silent Magician LV4,0,LDK2-ENY14,Common,Near Mint Unlimited,0.18,0.0,1.14,0.15,1,0,0.99,0
11668,3239396,YuGiOh,Legendary Decks II,Silent Magician LV4,0,LDK2-ENY14,Common,Near Mint 1st Edition,0.19,0.0,1.14,0.15,23,0,0.99,0
11670,3239391,YuGiOh,Legendary Decks II,Silent Magician LV8,0,LDK2-ENY13,Common,Near Mint 1st Edition,0.18,0.0,1.13,0.14,24,0,0.99,0
11672,4137299,YuGiOh,Legendary Decks II,Supervise,0,LDK2-ENJ31,Common,Near Mint Unlimited,0.21,0.0,1.09,0.1,2,0,0.74,0
11673,3239861,YuGiOh,Legendary Decks II,Supervise,0,LDK2-ENJ31,Common,Near Mint 1st Edition,0.14,0.0,1.09,0.1,36,0,0.74,0
11674,4137304,YuGiOh,Legendary Decks II,Swords of Revealing Light,0,LDK2-ENY23,Common,Near Mint Unlimited,0.42,0.0,1.24,0.25,2,0,0.99,0
11675,3239441,YuGiOh,Legendary Decks II,Swords of Revealing Light,0,LDK2-ENY23,Common,Near Mint 1st Edition,0.37,0.0,1.25,0.25,2,0,0.99,0
11676,3239906,YuGiOh,Legendary Decks II,Symbols of Duty,0,LDK2-ENJ33,Common,Near Mint 1st Edition,0.14,0.0,1.08,0.09,10,0,0.74,0
11683,3239401,YuGiOh,Legendary Decks II,The Tricky,0,LDK2-ENY15,Common,Near Mint 1st Edition,0.24,0.0,1.11,0.12,4,0,0.74,0
11686,4137339,YuGiOh,Legendary Decks II,The White Stone of Legend,0,LDK2-ENK04,Common,Near Mint Unlimited,0.32,0.0,1.23,0.24,5,0,0.99,0
11687,3239551,YuGiOh,Legendary Decks II,The White Stone of Legend,0,LDK2-ENK04,Common,Near Mint 1st Edition,0.34,0.0,1.22,0.23,51,0,0.99,0
11689,3239461,YuGiOh,Legendary Decks II,Thousand Knives,0,LDK2-ENY27,Common,Near Mint 1st Edition,0.46,0.0,1.32,0.33,2,0,0.99,0
11697,4137375,YuGiOh,Legendary Decks II,Trade-In,0,LDK2-ENK28,Common,Near Mint Unlimited,0.48,0.0,1.42,0.43,1,0,1.24,0
11698,3239671,YuGiOh,Legendary Decks II,Trade-In,0,LDK2-ENK28,Common,Near Mint 1st Edition,0.57,0.0,1.46,0.47,10,0,1.24,0
11704,3239676,YuGiOh,Legendary Decks II,Where Arf Thou?,0,LDK2-ENK29,Common,Near Mint 1st Edition,0.41,0.0,1.28,0.29,4,0,0.99,0
11706,3513227,YuGiOh,Legendary Dragon Decks,Amulet Dragon,0,LEDD-ENA35,Common,Near Mint 1st Edition,0.63,0.51,1.45,0.46,2,0,1.24,0
11708,3513037,YuGiOh,Legendary Dragon Decks,Big Shield Gardna,0,LEDD-ENA12,Common,Near Mint 1st Edition,0.17,0.0,1.09,0.1,10,0,0.74,0
11709,3513027,YuGiOh,Legendary Dragon Decks,Breaker the Magical Warrior,0,LEDD-ENA10,Common,Near Mint 1st Edition,0.57,0.49,1.19,0.2,15,0,0.99,0
11712,3513432,YuGiOh,Legendary Dragon Decks,Chimeratech Overdragon,0,LEDD-ENB27,Common,Near Mint 1st Edition,0.33,0.27,1.14,0.15,19,0,0.99,0
11714,3513447,YuGiOh,Legendary Dragon Decks,Chimeratech Rampage Dragon (UR),0,LEDD-ENB29,Ultra Rare,Near Mint 1st Edition,0.42,0.5,1.14,0.15,1,0,2.49,0
11716,3513207,YuGiOh,Legendary Dragon Decks,Crush Card Virus,0,LEDD-ENA31,Common,Near Mint 1st Edition,0.49,0.49,1.19,0.2,32,0,0.99,0
11718,3513292,YuGiOh,Legendary Dragon Decks,Cyber Dragon,0,LEDD-ENB01,Common,Near Mint 1st Edition,0.25,0.25,1.21,0.22,126,0,0.99,0
11719,3513307,YuGiOh,Legendary Dragon Decks,Cyber Dragon Core,0,LEDD-ENB04,Common,Near Mint 1st Edition,0.23,0.3,1.08,0.09,84,0,0.74,0
11720,3513302,YuGiOh,Legendary Dragon Decks,Cyber Dragon Drei,0,LEDD-ENB03,Common,Near Mint 1st Edition,0.16,0.0,1.04,0.05,90,0,0.74,0
11722,3513452,YuGiOh,Legendary Dragon Decks,Cyber Dragon Nova,0,LEDD-ENB30,Common,Near Mint 1st Edition,2.19,2.07,2.09,1.1,5,0,1.74,0
11723,3513297,YuGiOh,Legendary Dragon Decks,Cyber Dragon Zwei,0,LEDD-ENB02,Common,Near Mint 1st Edition,0.15,0.15,1.07,0.08,14,0,0.74,0
11724,3513332,YuGiOh,Legendary Dragon Decks,Cyber Eltanin,0,LEDD-ENB09,Common,Near Mint 1st Edition,0.23,0.15,1.09,0.1,10,0,0.74,0
11725,3513422,YuGiOh,Legendary Dragon Decks,Cyber End Dragon,0,LEDD-ENB25,Common,Near Mint 1st Edition,0.26,0.0,1.14,0.15,34,0,0.99,0
11726,3513392,YuGiOh,Legendary Dragon Decks,Cyber Network,0,LEDD-ENB20,Common,Near Mint 1st Edition,0.24,0.24,1.09,0.1,1,0,0.74,0
